"customerID","gender","contract","payment_method","monthly_charges","total_charges","tenure_months","churn_label","churn_value"
"9824-BEMCV","Male","Month-to-month","Electronic check","69","1149.65","17","Yes","1"
"1373-ORVIZ","Female","Month-to-month","Electronic check","66.35","740.8","11","Yes","1"
"9866-QEVEE","Male","Month-to-month","Bank transfer (automatic)","86","1532.45","19","Yes","1"
"9897-KXHCM","Female","Month-to-month","Electronic check","80.3","250.05","3","Yes","1"
"7979-CORPM","Male","Month-to-month","Credit card (automatic)","90.55","2282.55","24","Yes","1"
"1618-CFHME","Female","Month-to-month","Electronic check","75.9","143.35","2","Yes","1"
"3165-HDOEW","Male","Month-to-month","Mailed check","45.85","45.85","1","Yes","1"
"6581-NQCBA","Female","Month-to-month","Electronic check","49.95","810.2","16","Yes","1"
"1689-MRZQR","Male","Month-to-month","Electronic check","78.3","2564.3","34","Yes","1"
"5835-BEQEU","Male","Month-to-month","Electronic check","76.95","228.4","3","Yes","1"
"5565-FILXA","Female","Month-to-month","Electronic check","96.15","1529.2","16","Yes","1"
"5552-ZNFSJ","Male","Month-to-month","Electronic check","45.3","45.3","1","Yes","1"
"2223-KAGMX","Female","Month-to-month","Bank transfer (automatic)","19.4","289.3","15","Yes","1"
"7321-PKUYW","Female","Month-to-month","Electronic check","90.15","987.95","11","Yes","1"
"2833-SLKDQ","Male","Month-to-month","Mailed check","45.05","45.05","1","Yes","1"
"7595-EUIVN","Female","Month-to-month","Electronic check","75.8","75.8","1","Yes","1"
"2026-TGDHM","Female","Month-to-month","Electronic check","79.3","523.15","7","Yes","1"
"4030-VPZBD","Female","Month-to-month","Electronic check","30.9","59.05","2","Yes","1"
"4187-CINZD","Female","One year","Credit card (automatic)","95.25","4424.2","46","Yes","1"
"6818-WOBHJ","Female","Month-to-month","Bank transfer (automatic)","89.6","6127.6","68","Yes","1"
"2408-TZMJL","Male","One year","Electronic check","110.15","6448.05","59","Yes","1"
"9134-CEQMF","Male","Month-to-month","Electronic check","89.5","676.7","7","Yes","1"
"7993-PYKOF","Male","Month-to-month","Electronic check","75","632.95","8","Yes","1"
"5027-XWQHA","Male","Month-to-month","Electronic check","44.75","270.95","6","Yes","1"
"4566-QVRRW","Female","Month-to-month","Electronic check","44.05","483.7","11","Yes","1"
"8519-IMDHU","Male","Month-to-month","Bank transfer (automatic)","85.6","1345.55","15","Yes","1"
"0201-OAMXR","Female","One year","Credit card (automatic)","115.55","8127.6","70","Yes","1"
"3372-KWFBM","Male","Month-to-month","Electronic check","86.6","1281","16","Yes","1"
"7831-QGOXH","Female","Month-to-month","Electronic check","85.2","1553.9","18","Yes","1"
"6393-WRYZE","Female","Month-to-month","Electronic check","97.65","3207.55","34","Yes","1"
"6599-RCLCJ","Male","Month-to-month","Electronic check","109.55","5124.55","47","Yes","1"
"9831-BPFRI","Female","One year","Electronic check","89.55","3474.45","39","Yes","1"
"1725-MIMXW","Male","Month-to-month","Mailed check","19.45","19.45","1","Yes","1"
"0031-PVLZI","Female","Month-to-month","Mailed check","20.35","76.35","4","Yes","1"
"7206-GZCDC","Female","Month-to-month","Electronic check","69.25","69.25","1","Yes","1"
"4791-QRGMF","Male","One year","Bank transfer (automatic)","99.5","5961.1","59","Yes","1"
"1768-ZAIFU","Female","Month-to-month","Electronic check","25.2","25.2","1","Yes","1"
"4671-LXRDQ","Male","Month-to-month","Mailed check","45","96.45","2","Yes","1"
"1934-SJVJK","Male","Month-to-month","Mailed check","20.15","20.15","1","Yes","1"
"3838-OZURD","Male","Month-to-month","Credit card (automatic)","105","7133.25","66","Yes","1"
"9269-CQOOL","Male","Month-to-month","Credit card (automatic)","54.7","169.45","3","Yes","1"
"2845-HSJCY","Female","Month-to-month","Electronic check","87.25","1258.6","14","Yes","1"
"1184-PJVDB","Male","Month-to-month","Electronic check","79.95","857.2","10","Yes","1"
"9415-DPEWS","Female","Month-to-month","Electronic check","88.35","1639.3","18","Yes","1"
"7943-RQCHR","Female","Month-to-month","Electronic check","94.75","889.9","9","Yes","1"
"3793-MMFUH","Female","Month-to-month","Electronic check","95.05","1290","13","Yes","1"
"3249-ZPQRG","Male","Month-to-month","Electronic check","78.45","330.05","4","Yes","1"
"2568-BRGYX","Male","Month-to-month","Electronic check","70.2","237.95","4","Yes","1"
"7721-JXEAW","Male","Month-to-month","Bank transfer (automatic)","41.05","2452.7","59","Yes","1"
"7249-WBIYX","Male","Month-to-month","Electronic check","85.6","813.85","10","Yes","1"
"6567-HOOPW","Female","Month-to-month","Electronic check","79.2","79.2","1","Yes","1"
"3164-AALRN","Male","One year","Mailed check","70","347.4","5","Yes","1"
"3334-CTHOL","Female","Month-to-month","Bank transfer (automatic)","49.95","49.95","1","Yes","1"
"4704-ERYFC","Female","Month-to-month","Electronic check","69.25","1554","22","Yes","1"
"8621-MNIHH","Female","Month-to-month","Electronic check","94.25","3217.55","34","Yes","1"
"0471-LVHGK","Male","One year","Electronic check","73","3001.2","41","Yes","1"
"9518-RWHZL","Female","One year","Credit card (automatic)","100.05","6254.2","64","Yes","1"
"5419-CONWX","Female","Month-to-month","Credit card (automatic)","99.8","442.85","4","Yes","1"
"6240-EURKS","Female","Month-to-month","Electronic check","35","553","18","Yes","1"
"6960-HVYXR","Female","Month-to-month","Electronic check","76","76","1","Yes","1"
"7024-OHCCK","Female","Month-to-month","Electronic check","93.85","170.85","2","Yes","1"
"7861-UVUFT","Female","Month-to-month","Electronic check","84.3","1308.4","15","Yes","1"
"5357-TZHPP","Male","Month-to-month","Credit card (automatic)","84.4","732.5","9","Yes","1"
"0680-DFNNY","Male","Month-to-month","Electronic check","101.1","1504.05","15","Yes","1"
"7767-UXAGJ","Male","Month-to-month","Electronic check","50.45","50.45","1","Yes","1"
"1571-SAVHK","Male","Month-to-month","Mailed check","99.95","1132.75","12","Yes","1"
"9546-CQJSU","Female","Month-to-month","Electronic check","91.4","193.6","2","Yes","1"
"0506-LVNGN","Female","Month-to-month","Credit card (automatic)","75.55","349.65","5","Yes","1"
"2951-QOQTK","Male","Month-to-month","Credit card (automatic)","80.8","332.45","4","Yes","1"
"3473-XIIIT","Female","Month-to-month","Electronic check","100","1534.75","16","Yes","1"
"7893-IXHRQ","Male","Month-to-month","Electronic check","20.55","20.55","1","Yes","1"
"2952-QAYZF","Male","Month-to-month","Electronic check","85.3","424.15","5","Yes","1"
"4763-PGDPO","Female","Month-to-month","Electronic check","70.4","281","4","Yes","1"
"5394-SVGJV","Male","Month-to-month","Bank transfer (automatic)","98.8","3475.55","37","Yes","1"
"9283-LZQOH","Male","Month-to-month","Credit card (automatic)","74.4","896.75","13","Yes","1"
"7079-QRCBC","Female","Month-to-month","Electronic check","98.75","2407.3","24","Yes","1"
"5469-CTCWN","Male","One year","Electronic check","106","6547.7","61","Yes","1"
"9851-QXEEQ","Male","Month-to-month","Electronic check","104.7","4346.4","41","Yes","1"
"9809-IMGCQ","Male","Month-to-month","Electronic check","96.7","2082.95","22","Yes","1"
"5208-HFSBT","Female","Month-to-month","Credit card (automatic)","55.05","102.75","2","Yes","1"
"3254-YRILK","Male","Month-to-month","Electronic check","88.2","1775.8","19","Yes","1"
"2667-WYLWJ","Female","One year","Mailed check","19.75","145","8","Yes","1"
"0529-ONKER","Male","Month-to-month","Electronic check","75.65","1146.65","15","Yes","1"
"5240-IJOQT","Male","Month-to-month","Electronic check","74.7","74.7","1","Yes","1"
"1092-GANHU","Male","Month-to-month","Electronic check","76.65","1313.55","17","Yes","1"
"0661-XEYAN","Female","Month-to-month","Mailed check","25.8","25.8","1","Yes","1"
"7881-EVUAD","Female","Month-to-month","Electronic check","42.6","72.4","2","Yes","1"
"5766-XQXMQ","Female","Month-to-month","Bank transfer (automatic)","68.85","1970.5","29","Yes","1"
"3703-VAVCL","Male","Month-to-month","Credit card (automatic)","90","190.05","2","Yes","1"
"8519-QJGJD","Female","Month-to-month","Electronic check","75.35","1025.95","14","Yes","1"
"6326-MTTXK","Male","Month-to-month","Electronic check","100.85","819.55","8","Yes","1"
"0330-IVZHA","Female","Month-to-month","Electronic check","69.95","330.15","5","Yes","1"
"2886-KEFUM","Female","One year","Electronic check","107.5","6873.75","63","Yes","1"
"4237-RLAQD","Male","Month-to-month","Mailed check","45.85","45.85","1","Yes","1"
"9651-GTSAQ","Female","One year","Bank transfer (automatic)","106.1","5769.75","53","Yes","1"
"3186-BAXNB","Female","Month-to-month","Electronic check","91.7","91.7","1","Yes","1"
"0637-YLETY","Female","Month-to-month","Credit card (automatic)","95.6","1555.65","16","Yes","1"
"1157-BQCUW","Male","Month-to-month","Electronic check","74.95","74.95","1","Yes","1"
"2660-EMUBI","Male","Month-to-month","Electronic check","95.35","898.35","10","Yes","1"
"7675-OZCZG","Female","Month-to-month","Electronic check","45","127.1","3","Yes","1"
"2003-CKLOR","Male","Month-to-month","Electronic check","99.5","6710.5","66","Yes","1"
"9254-RBFON","Female","One year","Bank transfer (automatic)","98.6","1704.95","17","Yes","1"
"1205-WNWPJ","Female","Month-to-month","Mailed check","59.5","415.95","7","Yes","1"
"9391-EOYLI","Male","Month-to-month","Electronic check","80.45","950.2","12","Yes","1"
"8387-MOJJT","Female","Month-to-month","Credit card (automatic)","77.95","3384","42","Yes","1"
"2761-OCIAX","Male","Month-to-month","Electronic check","74.7","165.4","2","Yes","1"
"3068-OMWZA","Male","Month-to-month","Electronic check","88.8","88.8","1","Yes","1"
"6032-KRXXO","Male","Month-to-month","Electronic check","90.25","2755.35","30","Yes","1"
"7459-RRWQZ","Female","Month-to-month","Bank transfer (automatic)","64.65","994.55","15","Yes","1"
"4154-AQUGT","Male","Month-to-month","Bank transfer (automatic)","89.05","1169.35","13","Yes","1"
"3092-IGHWF","Male","One year","Electronic check","87.4","5918.8","67","Yes","1"
"8017-LXHFA","Female","Month-to-month","Electronic check","94.75","2293.6","23","Yes","1"
"6352-TWCAU","Female","Month-to-month","Electronic check","86.45","3029.1","35","Yes","1"
"2929-QNSRW","Female","One year","Electronic check","98.25","5508.35","56","Yes","1"
"1262-OPMFY","Female","Month-to-month","Bank transfer (automatic)","75.75","655.9","9","Yes","1"
"4248-QPAVC","Female","Month-to-month","Bank transfer (automatic)","85.35","1463.45","17","Yes","1"
"1899-VXWXM","Male","One year","Credit card (automatic)","106.1","5082.8","48","Yes","1"
"4690-LLKUA","Male","Month-to-month","Electronic check","45.05","770.6","17","Yes","1"
"3331-HQDTW","Female","Month-to-month","Mailed check","109.8","3587.25","34","Yes","1"
"9490-DFPMD","Female","Month-to-month","Electronic check","84.65","3541.35","42","Yes","1"
"5442-XSDCW","Male","Month-to-month","Bank transfer (automatic)","79.5","868.5","11","Yes","1"
"3049-NDXFL","Female","Month-to-month","Mailed check","85.8","85.8","1","Yes","1"
"8580-AECUZ","Male","Month-to-month","Electronic check","79.1","79.1","1","Yes","1"
"7963-GQRMY","Female","Month-to-month","Mailed check","44.3","134.5","3","Yes","1"
"1228-FZFRV","Male","Month-to-month","Credit card (automatic)","105.95","5341.8","50","Yes","1"
"2058-DCJBE","Male","Month-to-month","Electronic check","69.75","324.6","5","Yes","1"
"5364-XYIRR","Male","Month-to-month","Electronic check","94.65","4812.75","51","Yes","1"
"4829-AUOAX","Female","Month-to-month","Bank transfer (automatic)","96.05","4399.5","46","Yes","1"
"5047-LHVLY","Male","Month-to-month","Mailed check","50.15","50.15","1","Yes","1"
"9158-VCTQB","Female","Month-to-month","Bank transfer (automatic)","113.6","4594.95","41","Yes","1"
"6311-UEUME","Female","Month-to-month","Electronic check","78.9","2384.15","29","Yes","1"
"6839-ITVZJ","Female","Month-to-month","Electronic check","60.05","1616.15","26","Yes","1"
"0375-HVGXO","Female","Month-to-month","Electronic check","34.7","34.7","1","Yes","1"
"8593-WHYHV","Male","Month-to-month","Electronic check","85.3","264.8","3","Yes","1"
"6097-EQISJ","Female","One year","Credit card (automatic)","102.45","6615.15","66","Yes","1"
"4423-YLHDV","Female","Month-to-month","Bank transfer (automatic)","104.4","2200.25","21","Yes","1"
"0107-YHINA","Male","Month-to-month","Electronic check","99.75","99.75","1","Yes","1"
"8640-SDGKB","Male","Month-to-month","Electronic check","74.4","299.7","4","Yes","1"
"4116-TZAQJ","Female","Month-to-month","Credit card (automatic)","74.25","639.65","9","Yes","1"
"3877-JRJIP","Male","Month-to-month","Electronic check","59.85","59.85","1","Yes","1"
"8375-DKEBR","Female","Month-to-month","Electronic check","69.6","69.6","1","Yes","1"
"7511-YMXVQ","Male","Month-to-month","Electronic check","45.4","418.8","9","Yes","1"
"7551-JOHTI","Female","Month-to-month","Mailed check","19.5","19.5","1","Yes","1"
"9804-ICWBG","Male","Month-to-month","Electronic check","69.9","69.9","1","Yes","1"
"5318-IXUZF","Female","Month-to-month","Bank transfer (automatic)","87.15","183.75","2","Yes","1"
"3198-VELRD","Female","Month-to-month","Bank transfer (automatic)","84.75","264.85","3","Yes","1"
"9436-ZBZCT","Male","Month-to-month","Electronic check","89.95","1178.4","14","Yes","1"
"7279-BUYWN","Female","Month-to-month","Electronic check","113.2","4689.5","41","Yes","1"
"7156-MHUGY","Male","Month-to-month","Electronic check","90.5","1201.15","13","Yes","1"
"7198-GLXTC","Male","Month-to-month","Electronic check","79","143.65","2","Yes","1"
"0516-VRYBW","Female","One year","Bank transfer (automatic)","20.15","390.85","18","Yes","1"
"8380-PEFPE","Male","Month-to-month","Electronic check","71.65","71.65","1","Yes","1"
"5687-DKDTV","Female","Month-to-month","Mailed check","20.35","77.5","4","Yes","1"
"7530-HDYDS","Female","Month-to-month","Credit card (automatic)","84.25","3264.5","38","Yes","1"
"3096-IZETN","Female","Month-to-month","Bank transfer (automatic)","78.1","947.3","12","Yes","1"
"5922-ABDVO","Female","Month-to-month","Mailed check","89.65","1761.05","19","Yes","1"
"9172-ANCRX","Female","Month-to-month","Electronic check","98.7","973.25","10","Yes","1"
"6910-HADCM","Female","Month-to-month","Electronic check","76.35","76.35","1","Yes","1"
"4816-LXZYW","Female","Month-to-month","Electronic check","79.15","1676.95","23","Yes","1"
"9606-PBKBQ","Male","Month-to-month","Electronic check","85","2642.05","32","Yes","1"
"3536-IQCTX","Male","Month-to-month","Electronic check","85.3","2661.1","32","Yes","1"
"4911-BANWH","Female","Month-to-month","Credit card (automatic)","86.55","2697.4","31","Yes","1"
"8496-EJAUI","Male","Month-to-month","Credit card (automatic)","73.85","1424.5","19","Yes","1"
"3132-TVFDZ","Male","Month-to-month","Electronic check","44.85","2572.95","57","Yes","1"
"8080-DDEMJ","Male","Month-to-month","Electronic check","45.1","45.1","1","Yes","1"
"6365-MTGZX","Male","Month-to-month","Electronic check","96","2122.45","24","Yes","1"
"1349-WXNGG","Male","Month-to-month","Bank transfer (automatic)","20.05","20.05","1","Yes","1"
"6990-YNRIO","Male","Two year","Bank transfer (automatic)","108.65","6937.95","65","Yes","1"
"0621-TWIEM","Male","Month-to-month","Electronic check","45.55","402.6","10","Yes","1"
"2485-ITVKB","Female","Month-to-month","Electronic check","35.1","68.75","2","Yes","1"
"3669-OYSJI","Male","Month-to-month","Credit card (automatic)","46.2","46.2","1","Yes","1"
"1612-EOHDH","Female","Month-to-month","Electronic check","45.15","45.15","1","Yes","1"
"6702-OHFWR","Male","Month-to-month","Electronic check","43.3","43.3","1","Yes","1"
"4510-PYUSH","Female","Month-to-month","Credit card (automatic)","57.15","2250.65","38","Yes","1"
"7517-SAWMO","Female","Month-to-month","Electronic check","73.2","1441.1","19","Yes","1"
"4143-HHPMK","Male","Month-to-month","Electronic check","85.35","4338.6","52","Yes","1"
"7054-LGEQW","Female","Month-to-month","Mailed check","45.95","45.95","1","Yes","1"
"0923-PNFUB","Female","Month-to-month","Electronic check","83.75","247.25","3","Yes","1"
"3494-JCHRQ","Male","Month-to-month","Electronic check","70.05","70.05","1","Yes","1"
"6474-FVJLC","Male","Month-to-month","Electronic check","86","165.45","2","Yes","1"
"8840-DQLGN","Female","Month-to-month","Bank transfer (automatic)","100.5","3653.35","35","Yes","1"
"4547-LYTDD","Female","Month-to-month","Electronic check","72.65","1194.3","16","Yes","1"
"6770-XUAGN","Female","Month-to-month","Electronic check","21","21","1","Yes","1"
"4193-ORFCL","Female","Month-to-month","Mailed check","45.1","45.1","1","Yes","1"
"7776-QWNFX","Male","Month-to-month","Bank transfer (automatic)","50.4","1527.5","30","Yes","1"
"6689-TCZHQ","Female","Month-to-month","Electronic check","78.95","378.4","5","Yes","1"
"3143-ILDAL","Male","Month-to-month","Electronic check","94.45","5124.6","56","Yes","1"
